Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623249171.832708,172.10.0.2:55450,,,5,3
1623249171.848930,172.10.0.2:55450,,,5,3
1623249171.867433,172.10.0.2:55450,,,5,3
1623249171.884254,172.10.0.2:55450,,,5,3
1623249171.902227,172.10.0.2:55450,,,5,3
1623249171.920714,172.10.0.2:55450,,,5,3
1623249171.938685,172.10.0.2:55450,,,5,3
1623249171.959070,172.10.0.2:55450,,,5,3
1623249171.977004,172.10.0.2:55450,,,6,3
1623249171.996053,172.10.0.2:55450,,,6,3
1623249172.015219,172.10.0.2:55450,,,6,3
1623249172.033896,172.10.0.2:55450,,,6,3
1623249172.053083,172.10.0.2:55450,,,6,3
1623249172.069175,172.10.0.2:55450,,,6,3
1623249172.088194,172.10.0.2:55450,,,6,3
1623249172.105843,172.10.0.2:55450,,,6,3
1623249172.123638,172.10.0.2:55450,,,6,3
1623249172.141817,172.10.0.2:55450,,,6,3
1623249172.157806,172.10.0.2:55450,,,5,3
1623249172.175946,172.10.0.2:55450,,,5,3
1623249172.192081,172.10.0.2:55450,,,5,3
1623249172.210172,172.10.0.2:55450,,,5,3
1623249172.226035,172.10.0.2:55450,,,5,3
1623249172.244848,172.10.0.2:55450,,,4,3
1623249172.261683,172.10.0.2:55450,,,4,3
1623249172.280238,172.10.0.2:55450,,,4,3
1623249172.298540,172.10.0.2:55450,,,5,3
1623249172.314475,172.10.0.2:55450,,,5,3
1623249172.331938,172.10.0.2:55450,,,5,3
1623249172.347733,172.10.0.2:55450,,,5,3
1623249172.365987,172.10.0.2:55450,,,5,3
1623249172.381583,172.10.0.2:55450,,,5,3
1623249172.399806,172.10.0.2:55450,,,6,3
1623249172.420395,172.10.0.2:55450,,,6,3
1623249172.438642,172.10.0.2:55450,,,6,3
1623249172.455468,172.10.0.2:55450,,,6,3
1623249172.471910,172.10.0.2:55450,,,6,3
1623249172.488968,172.10.0.2:55450,,,6,3
1623249172.505266,172.10.0.2:55450,,,6,3
1623249172.522096,172.10.0.2:55450,,,5,3
1623249172.537960,172.10.0.2:55450,,,5,3
1623249172.556179,172.10.0.2:55450,,,5,3
1623249172.571756,172.10.0.2:55450,,,5,3
1623249172.589801,172.10.0.2:55450,,,5,3
1623249172.606027,172.10.0.2:55450,,,4,3
1623249172.623147,172.10.0.2:55450,,,4,3
1623249172.638831,172.10.0.2:55450,,,4,3
1623249172.660824,172.10.0.2:55450,,,5,3
1623249172.682609,172.10.0.2:55450,,,5,3
1623249172.704953,172.10.0.2:55450,,,5,3
1623249172.725156,172.10.0.2:55450,,,5,3
1623249172.746642,172.10.0.2:55450,,,5,3
1623249172.765281,172.10.0.2:55450,,,6,3
1623249172.785585,172.10.0.2:55450,,,6,3
1623249172.803943,172.10.0.2:55450,,,6,3
1623249172.821725,172.10.0.2:55450,,,6,3
1623249172.840700,172.10.0.2:55450,,,6,3
1623249172.858828,172.10.0.2:55450,,,6,3
1623249172.876349,172.10.0.2:55450,,,6,3
1623249172.894080,172.10.0.2:55450,,,5,3
1623249172.911247,172.10.0.2:55450,,,5,3
1623249172.928527,172.10.0.2:55450,,,5,3
1623249172.944975,172.10.0.2:55450,,,5,3
1623249172.961938,172.10.0.2:55450,,,5,3
1623249172.979437,172.10.0.2:55450,,,4,3
1623249172.997899,172.10.0.2:55450,,,4,3
1623249173.016026,172.10.0.2:55450,,,5,3
1623249173.034213,172.10.0.2:55450,,,5,3
1623249173.051318,172.10.0.2:55450,,,5,3
1623249173.068275,172.10.0.2:55450,,,5,3
1623249173.084916,172.10.0.2:55450,,,5,3
1623249173.101803,172.10.0.2:55450,,,5,3
1623249173.118336,172.10.0.2:55450,,,5,3
1623249173.135552,172.10.0.2:55450,,,5,3
1623249173.151786,172.10.0.2:55450,,,5,3
1623249173.168523,172.10.0.2:55450,,,5,3
1623249173.185683,172.10.0.2:55450,,,6,3
1623249173.201984,172.10.0.2:55450,,,6,3
1623249173.219132,172.10.0.2:55450,,,6,3
1623249173.234731,172.10.0.2:55450,,,6,3
1623249173.252312,172.10.0.2:55450,,,6,3
1623249173.268149,172.10.0.2:55450,,,6,3
1623249173.285455,172.10.0.2:55450,,,6,3
1623249173.301080,172.10.0.2:55450,,,6,3
1623249173.318860,172.10.0.2:55450,,,5,3
1623249173.334408,172.10.0.2:55450,,,5,3
1623249173.351922,172.10.0.2:55450,,,5,3
1623249173.368711,172.10.0.2:55450,,,5,3
1623249173.386099,172.10.0.2:55450,,,5,3
1623249173.403632,172.10.0.2:55450,,,4,3
1623249173.419432,172.10.0.2:55450,,,4,3
